2025-08-25 18:35:52,745 - snowflake.core._options - INFO - checked whether snowflake-snowpark-python is available: True
2025-08-25 18:37:49,667 - snowflake.connector.connection - INFO - Snowflake Connector for Python Version: 3.16.0, Python Version: 3.11.10, Platform: macOS-15.6-arm64-arm-64bit
2025-08-25 18:37:49,668 - snowflake.connector.connection - INFO - Connecting to GLOBAL Snowflake domain
2025-08-25 18:37:54,269 - snowflake.snowpark.session - INFO - Snowpark Session information: 
"version" : 1.33.0,
"python.version" : 3.11.10,
"python.connector.version" : 3.16.0,
"python.connector.session.id" : 29911144528348410,
"os.name" : Darwin

2025-08-25 18:37:54,270 - e2e-ml-workflow - INFO - Snowflake session established
2025-08-25 18:37:54,270 - e2e-ml-workflow - INFO - Working in Database: "CC_ML_JOBS", Schema: "PUBLIC"
2025-08-25 18:37:54,270 - e2e-ml-workflow - INFO - Pipeline components initialized
2025-08-25 18:37:54,270 - e2e-ml-workflow - INFO - initialize_session completed in 4.6s
2025-08-25 18:37:54,270 - e2e-ml-workflow - INFO - Setting up ML infrastructure...
2025-08-25 18:37:58,834 - snowflake.ml.feature_store.feature_store - INFO - Successfully connected to feature store: CC_ML_JOBS.PUBLIC_FEATURE_STORE.
2025-08-25 18:37:58,836 - e2e-ml-workflow - INFO - Model Registry created: PUBLIC_MODEL_REGISTRY
2025-08-25 18:37:58,837 - e2e-ml-workflow - INFO - Feature Store created: PUBLIC_FEATURE_STORE
2025-08-25 18:37:58,837 - e2e-ml-workflow - INFO - setup_ml_infrastructure completed in 4.6s
2025-08-25 18:37:58,837 - e2e-ml-workflow - INFO - Initializing data environment...
2025-08-25 18:37:59,710 - e2e-ml-workflow - INFO - Environment configured - Schema: "PUBLIC"
2025-08-25 18:37:59,711 - e2e-ml-workflow - INFO - Working in Database: "CC_ML_JOBS", Schema: "PUBLIC"
2025-08-25 18:37:59,711 - e2e-ml-workflow - INFO - Creating core data tables...
2025-08-25 18:38:01,659 - e2e-ml-workflow - INFO - Core data tables created successfully
2025-08-25 18:38:02,994 - e2e-ml-workflow - INFO - Staging area and tracking tables created
2025-08-25 18:38:02,994 - e2e-ml-workflow - INFO - Data environment initialization completed
2025-08-25 18:38:02,994 - e2e-ml-workflow - INFO - initialize_environment completed in 4.2s
2025-08-25 18:38:02,994 - e2e-ml-workflow - INFO - Discovering and registering files...
2025-08-25 18:38:15,272 - e2e-ml-workflow - INFO - Found 8 sales files and 13 feedback files
2025-08-25 18:38:15,274 - e2e-ml-workflow - INFO - discover_and_register_files completed in 12.3s
2025-08-25 18:38:15,274 - e2e-ml-workflow - INFO - Loading static customer data...
2025-08-25 18:38:16,239 - e2e-ml-workflow - INFO - Customer data loaded successfully
2025-08-25 18:38:16,240 - e2e-ml-workflow - INFO - load_static_data completed in 1.0s
2025-08-25 18:38:16,240 - e2e-ml-workflow - INFO - ✅ Pipeline initialization completed successfully
2025-08-25 18:38:16,240 - e2e-ml-workflow - INFO -    Found 8 sales files and 13 feedback files
2025-08-25 18:38:16,240 - e2e-ml-workflow - INFO - run_initialization completed in 26.6s
2025-08-25 18:38:16,240 - e2e-ml-workflow - INFO - ============================================================
2025-08-25 18:38:16,240 - e2e-ml-workflow - INFO - STARTING INITIAL MODEL TRAINING
2025-08-25 18:38:16,240 - e2e-ml-workflow - INFO - ============================================================
2025-08-25 18:38:16,240 - e2e-ml-workflow - INFO - Loading initial training data (4 months)...
2025-08-25 18:38:16,241 - e2e-ml-workflow - INFO - Loading month 1/4
2025-08-25 18:38:20,572 - e2e-ml-workflow - INFO - Loaded data for 2024-05
2025-08-25 18:38:22,954 - e2e-ml-workflow - INFO - Sentiment processed for new feedback
2025-08-25 18:38:22,956 - e2e-ml-workflow - INFO - Month 1 completed in 6.7s
2025-08-25 18:38:22,956 - e2e-ml-workflow - INFO - Loading month 2/4
2025-08-25 18:38:27,218 - e2e-ml-workflow - INFO - Loaded data for 2024-06
2025-08-25 18:38:29,792 - e2e-ml-workflow - INFO - Sentiment processed for new feedback
2025-08-25 18:38:29,794 - e2e-ml-workflow - INFO - Month 2 completed in 6.8s
2025-08-25 18:38:29,794 - e2e-ml-workflow - INFO - Loading month 3/4
2025-08-25 18:38:34,560 - e2e-ml-workflow - INFO - Loaded data for 2024-07
2025-08-25 18:38:36,691 - e2e-ml-workflow - INFO - Sentiment processed for new feedback
2025-08-25 18:38:36,692 - e2e-ml-workflow - INFO - Month 3 completed in 6.9s
2025-08-25 18:38:36,692 - e2e-ml-workflow - INFO - Loading month 4/4
2025-08-25 18:38:40,970 - e2e-ml-workflow - INFO - Loaded data for 2024-08
2025-08-25 18:38:43,164 - e2e-ml-workflow - INFO - Sentiment processed for new feedback
2025-08-25 18:38:43,165 - e2e-ml-workflow - INFO - Month 4 completed in 6.5s
2025-08-25 18:38:43,996 - e2e-ml-workflow - INFO - Initial data loading completed
2025-08-25 18:38:43,997 - e2e-ml-workflow - INFO - Data Summary: {'sales_records': 29540, 'customers': 5000, 'feedback_records': 3318}
2025-08-25 18:38:43,997 - e2e-ml-workflow - INFO - load_initial_training_data completed in 27.8s
2025-08-25 18:38:45,634 - e2e-ml-workflow - INFO - Creating customer features for 2024-05-24
2025-08-25 18:38:46,693 - e2e-ml-workflow - INFO - Data quality validation passed: 5000 records
2025-08-25 18:38:46,949 - e2e-ml-workflow - ERROR - ❌ Pipeline failed with error: Insufficient data: 0 records, minimum required: 100
2025-08-25 18:38:46,953 - snowflake.snowpark.session - INFO - Closing session: 29911144528348410
2025-08-25 18:38:46,953 - snowflake.snowpark.session - INFO - Canceling all running queries
2025-08-25 18:38:47,668 - snowflake.snowpark.session - INFO - Closed session: 29911144528348410
2025-08-25 20:43:41,932 - snowflake.core._options - INFO - checked whether snowflake-snowpark-python is available: True
2025-08-25 20:44:15,964 - snowflake.core._options - INFO - checked whether snowflake-snowpark-python is available: True
2025-08-25 20:46:32,780 - snowflake.core._options - INFO - checked whether snowflake-snowpark-python is available: True
2025-08-25 20:46:33,738 - e2e-ml-workflow - INFO - ML Pipeline Orchestrator initialized
2025-08-25 20:46:33,739 - e2e-ml-workflow - INFO - ============================================================
2025-08-25 20:46:33,739 - e2e-ml-workflow - INFO - STARTING COMPLETE PIPELINE INITIALIZATION
2025-08-25 20:46:33,739 - e2e-ml-workflow - INFO - ============================================================
2025-08-25 20:46:33,739 - e2e-ml-workflow - INFO - Initializing Snowflake session...
2025-08-25 20:46:33,747 - snowflake.connector.connection - INFO - Snowflake Connector for Python Version: 3.16.0, Python Version: 3.11.10, Platform: macOS-15.6-arm64-arm-64bit
2025-08-25 20:46:33,747 - snowflake.connector.connection - INFO - Connecting to GLOBAL Snowflake domain
2025-08-25 20:46:39,972 - snowflake.snowpark.session - INFO - Snowpark Session information: 
"version" : 1.33.0,
"python.version" : 3.11.10,
"python.connector.version" : 3.16.0,
"python.connector.session.id" : 29911144528365546,
"os.name" : Darwin

2025-08-25 20:46:39,973 - e2e-ml-workflow - INFO - Snowflake session established
2025-08-25 20:46:39,973 - e2e-ml-workflow - INFO - Working in Database: "CC_ML_JOBS", Schema: "PUBLIC"
2025-08-25 20:46:39,973 - e2e-ml-workflow - INFO - Setting up ML infrastructure...
2025-08-25 20:46:49,148 - snowflake.ml.feature_store.feature_store - INFO - Successfully connected to feature store: CC_ML_JOBS.PUBLIC_FEATURE_STORE.
2025-08-25 20:46:49,148 - e2e-ml-workflow - INFO - Model Registry created: PUBLIC_MODEL_REGISTRY
2025-08-25 20:46:49,148 - e2e-ml-workflow - INFO - Feature Store created: PUBLIC_FEATURE_STORE
2025-08-25 20:46:49,148 - e2e-ml-workflow - INFO - Initializing complete data environment...
2025-08-25 20:46:50,587 - e2e-ml-workflow - INFO - Environment configured - Schema: "PUBLIC"
2025-08-25 20:46:50,587 - e2e-ml-workflow - INFO - Creating core data tables...
2025-08-25 20:47:10,308 - e2e-ml-workflow - INFO - Core data tables created successfully
2025-08-25 20:47:10,309 - e2e-ml-workflow - INFO - Staging area and tracking tables created
2025-08-25 20:47:10,309 - e2e-ml-workflow - INFO - Found 8 sales files and 13 feedback files
2025-08-25 20:47:10,309 - e2e-ml-workflow - INFO - Customer data loaded
2025-08-25 20:47:10,309 - e2e-ml-workflow - INFO - ✅ Complete pipeline initialization completed successfully
2025-08-25 20:47:10,309 - e2e-ml-workflow - INFO -    Found 8 sales files and 13 feedback files
2025-08-25 20:47:10,309 - e2e-ml-workflow - INFO - 🎉 Pipeline execution completed successfully!
2025-08-25 20:47:10,310 - snowflake.snowpark.session - INFO - Closing session: 29911144528365546
2025-08-25 20:47:10,310 - snowflake.snowpark.session - INFO - Canceling all running queries
2025-08-25 20:47:11,298 - snowflake.snowpark.session - INFO - Closed session: 29911144528365546
2025-08-25 20:47:49,097 - snowflake.core._options - INFO - checked whether snowflake-snowpark-python is available: True
2025-08-25 20:47:50,059 - e2e-ml-workflow - INFO - ML Pipeline Orchestrator initialized
2025-08-25 20:47:50,059 - e2e-ml-workflow - INFO - ============================================================
2025-08-25 20:47:50,059 - e2e-ml-workflow - INFO - STARTING COMPLETE PIPELINE INITIALIZATION
2025-08-25 20:47:50,059 - e2e-ml-workflow - INFO - ============================================================
2025-08-25 20:47:50,059 - e2e-ml-workflow - INFO - Initializing Snowflake session...
2025-08-25 20:47:50,067 - snowflake.connector.connection - INFO - Snowflake Connector for Python Version: 3.16.0, Python Version: 3.11.10, Platform: macOS-15.6-arm64-arm-64bit
2025-08-25 20:47:50,067 - snowflake.connector.connection - INFO - Connecting to GLOBAL Snowflake domain
2025-08-25 20:47:57,504 - snowflake.snowpark.session - INFO - Snowpark Session information: 
"version" : 1.33.0,
"python.version" : 3.11.10,
"python.connector.version" : 3.16.0,
"python.connector.session.id" : 29911144528362902,
"os.name" : Darwin

2025-08-25 20:47:57,504 - e2e-ml-workflow - INFO - Snowflake session established
2025-08-25 20:47:57,505 - e2e-ml-workflow - INFO - Working in Database: "CC_ML_JOBS", Schema: "PUBLIC"
2025-08-25 20:47:57,505 - e2e-ml-workflow - INFO - Setting up ML infrastructure...
2025-08-25 20:48:02,612 - snowflake.ml.feature_store.feature_store - INFO - Successfully connected to feature store: CC_ML_JOBS.PUBLIC_FEATURE_STORE.
2025-08-25 20:48:02,614 - e2e-ml-workflow - INFO - Model Registry created: PUBLIC_MODEL_REGISTRY
2025-08-25 20:48:02,615 - e2e-ml-workflow - INFO - Feature Store created: PUBLIC_FEATURE_STORE
2025-08-25 20:48:02,615 - e2e-ml-workflow - INFO - Initializing complete data environment...
2025-08-25 20:48:03,486 - e2e-ml-workflow - INFO - Environment configured - Schema: "PUBLIC"
2025-08-25 20:48:03,486 - e2e-ml-workflow - INFO - Creating core data tables...
2025-08-25 20:48:22,951 - e2e-ml-workflow - INFO - Core data tables created successfully
2025-08-25 20:48:22,953 - e2e-ml-workflow - INFO - Staging area and tracking tables created
2025-08-25 20:48:22,953 - e2e-ml-workflow - INFO - Found 8 sales files and 13 feedback files
2025-08-25 20:48:22,953 - e2e-ml-workflow - INFO - Customer data loaded
2025-08-25 20:48:22,953 - e2e-ml-workflow - INFO - ✅ Complete pipeline initialization completed successfully
2025-08-25 20:48:22,953 - e2e-ml-workflow - INFO -    Found 8 sales files and 13 feedback files
2025-08-25 20:48:22,953 - e2e-ml-workflow - INFO - ============================================================
2025-08-25 20:48:22,953 - e2e-ml-workflow - INFO - STARTING COMPLETE INITIAL MODEL TRAINING
2025-08-25 20:48:22,953 - e2e-ml-workflow - INFO - ============================================================
2025-08-25 20:48:22,954 - e2e-ml-workflow - INFO - Loading initial training data (4 months)...
2025-08-25 20:48:22,954 - e2e-ml-workflow - INFO - Loading month 1/4
2025-08-25 20:48:27,529 - e2e-ml-workflow - INFO - Loaded data for 2024-05
2025-08-25 20:48:30,646 - e2e-ml-workflow - INFO - Sentiment processed for new feedback
2025-08-25 20:48:30,646 - e2e-ml-workflow - INFO - Month 1 completed in 7.7s
2025-08-25 20:48:30,646 - e2e-ml-workflow - INFO - Loading month 2/4
2025-08-25 20:48:35,557 - e2e-ml-workflow - INFO - Loaded data for 2024-06
2025-08-25 20:48:37,808 - e2e-ml-workflow - INFO - Sentiment processed for new feedback
2025-08-25 20:48:37,808 - e2e-ml-workflow - INFO - Month 2 completed in 7.2s
2025-08-25 20:48:37,808 - e2e-ml-workflow - INFO - Loading month 3/4
2025-08-25 20:48:42,793 - e2e-ml-workflow - INFO - Loaded data for 2024-07
2025-08-25 20:48:45,211 - e2e-ml-workflow - INFO - Sentiment processed for new feedback
2025-08-25 20:48:45,211 - e2e-ml-workflow - INFO - Month 3 completed in 7.4s
2025-08-25 20:48:45,211 - e2e-ml-workflow - INFO - Loading month 4/4
2025-08-25 20:48:50,258 - e2e-ml-workflow - INFO - Loaded data for 2024-08
2025-08-25 20:48:53,280 - e2e-ml-workflow - INFO - Sentiment processed for new feedback
2025-08-25 20:48:53,281 - e2e-ml-workflow - INFO - Month 4 completed in 8.1s
2025-08-25 20:48:54,192 - e2e-ml-workflow - INFO - Initial data loading completed
2025-08-25 20:48:54,192 - e2e-ml-workflow - INFO - Data Summary: {'sales_records': 29540, 'customers': 5000, 'feedback_records': 3318}
2025-08-25 20:48:56,541 - e2e-ml-workflow - INFO - Creating customer features for 2024-05-24
2025-08-25 20:48:57,550 - e2e-ml-workflow - ERROR - ❌ Pipeline failed with error: Insufficient sales data
2025-08-25 20:48:57,552 - snowflake.snowpark.session - INFO - Closing session: 29911144528362902
2025-08-25 20:48:57,553 - snowflake.snowpark.session - INFO - Canceling all running queries
2025-08-25 20:48:58,630 - snowflake.snowpark.session - INFO - Closed session: 29911144528362902
2025-08-25 21:07:33,198 - snowflake.core._options - INFO - checked whether snowflake-snowpark-python is available: True
2025-08-25 21:07:34,192 - e2e-ml-workflow - INFO - ML Pipeline Orchestrator initialized
2025-08-25 21:07:34,192 - e2e-ml-workflow - INFO - ============================================================
2025-08-25 21:07:34,192 - e2e-ml-workflow - INFO - STARTING COMPLETE PIPELINE INITIALIZATION
2025-08-25 21:07:34,192 - e2e-ml-workflow - INFO - ============================================================
2025-08-25 21:07:34,192 - e2e-ml-workflow - INFO - Initializing Snowflake session...
2025-08-25 21:07:34,200 - snowflake.connector.connection - INFO - Snowflake Connector for Python Version: 3.16.0, Python Version: 3.11.10, Platform: macOS-15.6-arm64-arm-64bit
2025-08-25 21:07:34,200 - snowflake.connector.connection - INFO - Connecting to GLOBAL Snowflake domain
2025-08-25 21:07:39,860 - snowflake.snowpark.session - INFO - Snowpark Session information: 
"version" : 1.33.0,
"python.version" : 3.11.10,
"python.connector.version" : 3.16.0,
"python.connector.session.id" : 29911144528370082,
"os.name" : Darwin

2025-08-25 21:07:39,861 - e2e-ml-workflow - INFO - Snowflake session established
2025-08-25 21:07:39,861 - e2e-ml-workflow - INFO - Working in Database: "CC_ML_JOBS", Schema: "PUBLIC"
2025-08-25 21:07:39,861 - e2e-ml-workflow - INFO - Setting up ML infrastructure...
2025-08-25 21:07:47,981 - snowflake.ml.feature_store.feature_store - INFO - Successfully connected to feature store: CC_ML_JOBS.PUBLIC_FEATURE_STORE.
2025-08-25 21:07:47,982 - e2e-ml-workflow - INFO - Model Registry created: PUBLIC_MODEL_REGISTRY
2025-08-25 21:07:47,982 - e2e-ml-workflow - INFO - Feature Store created: PUBLIC_FEATURE_STORE
2025-08-25 21:07:47,982 - e2e-ml-workflow - INFO - Initializing complete data environment...
2025-08-25 21:07:49,421 - e2e-ml-workflow - INFO - Environment configured - Schema: "PUBLIC"
2025-08-25 21:07:49,422 - e2e-ml-workflow - INFO - Creating core data tables...
2025-08-25 21:08:07,469 - e2e-ml-workflow - INFO - Core data tables created successfully
2025-08-25 21:08:07,471 - e2e-ml-workflow - INFO - Staging area and tracking tables created
2025-08-25 21:08:07,471 - e2e-ml-workflow - INFO - Found 8 sales files and 13 feedback files
2025-08-25 21:08:07,471 - e2e-ml-workflow - INFO - Customer data loaded
2025-08-25 21:08:07,471 - e2e-ml-workflow - INFO - ✅ Complete pipeline initialization completed successfully
2025-08-25 21:08:07,471 - e2e-ml-workflow - INFO -    Found 8 sales files and 13 feedback files
2025-08-25 21:08:07,471 - e2e-ml-workflow - INFO - ============================================================
2025-08-25 21:08:07,471 - e2e-ml-workflow - INFO - STARTING COMPLETE INITIAL MODEL TRAINING
2025-08-25 21:08:07,471 - e2e-ml-workflow - INFO - ============================================================
2025-08-25 21:08:07,471 - e2e-ml-workflow - INFO - Loading initial training data (4 months)...
2025-08-25 21:08:07,471 - e2e-ml-workflow - INFO - Loading month 1/4
2025-08-25 21:08:11,760 - e2e-ml-workflow - INFO - Loaded data for 2024-05
2025-08-25 21:08:14,006 - e2e-ml-workflow - INFO - Sentiment processed for new feedback
2025-08-25 21:08:14,007 - e2e-ml-workflow - INFO - Month 1 completed in 6.5s
2025-08-25 21:08:14,007 - e2e-ml-workflow - INFO - Loading month 2/4
2025-08-25 21:08:19,141 - e2e-ml-workflow - INFO - Loaded data for 2024-06
2025-08-25 21:08:21,874 - e2e-ml-workflow - INFO - Sentiment processed for new feedback
2025-08-25 21:08:21,875 - e2e-ml-workflow - INFO - Month 2 completed in 7.9s
2025-08-25 21:08:21,875 - e2e-ml-workflow - INFO - Loading month 3/4
2025-08-25 21:08:27,008 - e2e-ml-workflow - INFO - Loaded data for 2024-07
2025-08-25 21:08:29,572 - e2e-ml-workflow - INFO - Sentiment processed for new feedback
2025-08-25 21:08:29,572 - e2e-ml-workflow - INFO - Month 3 completed in 7.7s
2025-08-25 21:08:29,572 - e2e-ml-workflow - INFO - Loading month 4/4
2025-08-25 21:08:33,974 - e2e-ml-workflow - INFO - Loaded data for 2024-08
2025-08-25 21:08:36,840 - e2e-ml-workflow - INFO - Sentiment processed for new feedback
2025-08-25 21:08:36,841 - e2e-ml-workflow - INFO - Month 4 completed in 7.3s
2025-08-25 21:08:37,694 - e2e-ml-workflow - INFO - Initial data loading completed
2025-08-25 21:08:37,694 - e2e-ml-workflow - INFO - Data Summary: {'sales_records': 29540, 'customers': 5000, 'feedback_records': 3318}
2025-08-25 21:08:39,338 - e2e-ml-workflow - INFO - Creating customer features for 2024-05-24
2025-08-25 21:08:40,340 - e2e-ml-workflow - ERROR - ❌ Pipeline failed with error: Insufficient sales data
2025-08-25 21:08:40,343 - snowflake.snowpark.session - INFO - Closing session: 29911144528370082
2025-08-25 21:08:40,343 - snowflake.snowpark.session - INFO - Canceling all running queries
2025-08-25 21:08:40,999 - snowflake.snowpark.session - INFO - Closed session: 29911144528370082
2025-08-25 21:11:58,410 - snowflake.core._options - INFO - checked whether snowflake-snowpark-python is available: True
2025-08-25 21:11:59,339 - e2e-ml-workflow - INFO - ML Pipeline Orchestrator initialized
2025-08-25 21:11:59,340 - e2e-ml-workflow - INFO - ============================================================
2025-08-25 21:11:59,340 - e2e-ml-workflow - INFO - STARTING COMPLETE PIPELINE INITIALIZATION
2025-08-25 21:11:59,340 - e2e-ml-workflow - INFO - ============================================================
2025-08-25 21:11:59,340 - e2e-ml-workflow - INFO - Initializing Snowflake session...
2025-08-25 21:11:59,347 - snowflake.connector.connection - INFO - Snowflake Connector for Python Version: 3.16.0, Python Version: 3.11.10, Platform: macOS-15.6-arm64-arm-64bit
2025-08-25 21:11:59,348 - snowflake.connector.connection - INFO - Connecting to GLOBAL Snowflake domain
2025-08-25 21:12:07,124 - snowflake.snowpark.session - INFO - Snowpark Session information: 
"version" : 1.33.0,
"python.version" : 3.11.10,
"python.connector.version" : 3.16.0,
"python.connector.session.id" : 29911144528370670,
"os.name" : Darwin

2025-08-25 21:12:07,125 - e2e-ml-workflow - INFO - Snowflake session established
2025-08-25 21:12:07,126 - e2e-ml-workflow - INFO - Working in Database: "CC_ML_JOBS", Schema: "PUBLIC"
2025-08-25 21:12:07,126 - e2e-ml-workflow - INFO - Setting up ML infrastructure...
2025-08-25 21:12:12,650 - snowflake.ml.feature_store.feature_store - INFO - Successfully connected to feature store: CC_ML_JOBS.PUBLIC_FEATURE_STORE.
2025-08-25 21:12:12,650 - e2e-ml-workflow - INFO - Model Registry created: PUBLIC_MODEL_REGISTRY
2025-08-25 21:12:12,651 - e2e-ml-workflow - INFO - Feature Store created: PUBLIC_FEATURE_STORE
2025-08-25 21:12:12,651 - e2e-ml-workflow - INFO - Initializing complete data environment...
2025-08-25 21:12:13,903 - e2e-ml-workflow - INFO - Environment configured - Schema: "PUBLIC"
2025-08-25 21:12:13,904 - e2e-ml-workflow - INFO - Creating core data tables...
2025-08-25 21:12:33,082 - e2e-ml-workflow - INFO - Core data tables created successfully
2025-08-25 21:12:33,083 - e2e-ml-workflow - INFO - Staging area and tracking tables created
2025-08-25 21:12:33,083 - e2e-ml-workflow - INFO - Found 8 sales files and 13 feedback files
2025-08-25 21:12:33,083 - e2e-ml-workflow - INFO - Customer data loaded
2025-08-25 21:12:33,083 - e2e-ml-workflow - INFO - ✅ Complete pipeline initialization completed successfully
2025-08-25 21:12:33,084 - e2e-ml-workflow - INFO -    Found 8 sales files and 13 feedback files
2025-08-25 21:12:33,084 - e2e-ml-workflow - INFO - ============================================================
2025-08-25 21:12:33,084 - e2e-ml-workflow - INFO - STARTING COMPLETE INITIAL MODEL TRAINING
2025-08-25 21:12:33,084 - e2e-ml-workflow - INFO - ============================================================
2025-08-25 21:12:33,084 - e2e-ml-workflow - INFO - Loading initial training data (4 months)...
2025-08-25 21:12:33,084 - e2e-ml-workflow - INFO - Loading month 1/4
2025-08-25 21:12:37,596 - e2e-ml-workflow - INFO - Loaded data for 2024-05
2025-08-25 21:12:40,250 - e2e-ml-workflow - INFO - Sentiment processed for new feedback
2025-08-25 21:12:40,251 - e2e-ml-workflow - INFO - Month 1 completed in 7.2s
2025-08-25 21:12:40,251 - e2e-ml-workflow - INFO - Loading month 2/4
2025-08-25 21:12:44,499 - e2e-ml-workflow - INFO - Loaded data for 2024-06
2025-08-25 21:12:47,012 - e2e-ml-workflow - INFO - Sentiment processed for new feedback
2025-08-25 21:12:47,013 - e2e-ml-workflow - INFO - Month 2 completed in 6.8s
2025-08-25 21:12:47,013 - e2e-ml-workflow - INFO - Loading month 3/4
2025-08-25 21:12:51,937 - e2e-ml-workflow - INFO - Loaded data for 2024-07
2025-08-25 21:12:54,475 - e2e-ml-workflow - INFO - Sentiment processed for new feedback
2025-08-25 21:12:54,475 - e2e-ml-workflow - INFO - Month 3 completed in 7.5s
2025-08-25 21:12:54,475 - e2e-ml-workflow - INFO - Loading month 4/4
2025-08-25 21:12:59,147 - e2e-ml-workflow - INFO - Loaded data for 2024-08
2025-08-25 21:13:02,090 - e2e-ml-workflow - INFO - Sentiment processed for new feedback
2025-08-25 21:13:02,090 - e2e-ml-workflow - INFO - Month 4 completed in 7.6s
2025-08-25 21:13:03,293 - e2e-ml-workflow - INFO - Initial data loading completed
2025-08-25 21:13:03,293 - e2e-ml-workflow - INFO - Data Summary: {'sales_records': 29540, 'customers': 5000, 'feedback_records': 3318}
2025-08-25 21:13:05,088 - e2e-ml-workflow - INFO - Creating customer features for 2024-05-24
2025-08-25 21:13:06,157 - e2e-ml-workflow - ERROR - ❌ Pipeline failed with error: Insufficient sales data
2025-08-25 21:13:06,162 - snowflake.snowpark.session - INFO - Closing session: 29911144528370670
2025-08-25 21:13:06,162 - snowflake.snowpark.session - INFO - Canceling all running queries
